title,price,area,price_per_sqft,locality,city,property_type,bedroom_num,bathroom_num,balcony_num,furnished,age,total_floors,latitude,longitude,locality_avg_price_per_sqft,distance_to_city_center,distance_to_nearest_transit
Octave Parijas Horizon,6600283,757,8719.0,Kalyan,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.24440956,73.12325287,7719.080656201294,31.256860721873693,15.53549099385051
Shakti Siyara Heights,6169841,652,9462.946319018403,Kalyan,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.2572937,73.14887238,7719.080656201294,33.94734052204871,18.224939700447838
Bhagwati Bhagwati Celeste,4599936,396,11616.0,Dombivali,Mumbai,Apartment,1,1,0,Unfurnished,0,1,19.20902634,73.08127594,8695.406844172781,26.848829756611746,11.128780403393783
Relcon Ridhi Sidhi Sadan Of Ridhi Sidhi Co Operative Housing Society Ltd,51980000,1130,46000.0,Ville Parle,Mumbai,Apartment,3,3,0,Unfurnished,0,1,19.09784126,72.85115814,32175.764235631566,2.6761296089816082,0.4598616950035943
J P Ruchita Bliss,3915000,435,9000.0,Nala Sopara,Mumbai,Apartment,1,1,0,Unfurnished,0,1,19.42060089,72.80931854,7349.523335617902,1.9347507613687775,2.02896793402726
Saras Destiny,4900320,720,6806.0,Ulwe,Mumbai,Apartment,1,1,0,Unfurnished,0,1,18.96756172,73.02495575,9409.086176283141,20.94222694764115,5.235403201619395
Nexus Ratan Heritage,14000000,652,21472.39263803681,Jogeshwari,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.13776207,72.86013031,23019.519935055843,3.6219527339455513,0.40288037814322275
Aristocrat Guruprasad Divine Residency,16400255,565,29027.0,Chembur,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.0322113,72.89522552,24174.11443543407,7.299866973981048,1.130013683014825
9 PBR 9 PBR,74998440,1770,42372.0,Nerul,Mumbai,Apartment,3,3,0,Unfurnished,0,1,19.00825882,73.01303101,23605.69583376626,19.685976092519148,3.9795559873025974
Prestige Bellanza Phase 2 Wing D E F At The Prestige City,65900000,2600,25346.153846153848,Mulund,Mumbai,Apartment,4,5,0,Unfurnished,0,1,19.18447304,72.94075775,22725.13606971763,12.087309970235827,3.4360507775922
Konark Darshan,3000000,590,5084.745762711865,Nallasopara W,Mumbai,Apartment,1,1,0,Unfurnished,0,1,19.41750526,72.81793976,5413.128312656532,1.1911374739008238,1.2948199061015577
Mahaavir Mannat,19000000,1685,11275.964391691394,Ulwe,Mumbai,Apartment,3,3,0,Unfurnished,9,1,18.97142792,73.01415253,9409.086176283141,19.805981052795083,4.104051808951717
Octave Parijas Horizon,4350192,484,8988.0,Kalyan,Mumbai,Apartment,1,1,0,Unfurnished,0,1,19.24440956,73.12325287,7719.080656201294,31.256860721873693,15.53549099385051
Shakti Siyara Heights,7564352,801,9443.6354556804,Kalyan,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.2572937,73.14887238,7719.080656201294,33.94734052204871,18.224939700447838
Bhagwati Bhagwati Celeste,4799800,412,11650.0,Dombivali,Mumbai,Apartment,1,1,0,Unfurnished,0,1,19.20902634,73.08127594,8695.406844172781,26.848829756611746,11.128780403393783
Relcon Ridhi Sidhi Sadan Of Ridhi Sidhi Co Operative Housing Society Ltd,41007620,891,46024.26487093154,Ville Parle,Mumbai,Apartment,3,3,0,Unfurnished,0,1,19.09784126,72.85115814,32175.764235631566,2.6761296089816082,0.4598616950035943
J P Ruchita Bliss,3510000,390,9000.0,Nala Sopara,Mumbai,Apartment,1,1,0,Unfurnished,0,1,19.42060089,72.80931854,7349.523335617902,1.9347507613687775,2.02896793402726
Saras Destiny,7600395,1095,6941.0,Ulwe,Mumbai,Apartment,2,2,0,Unfurnished,0,1,18.96756172,73.02495575,9409.086176283141,20.94222694764115,5.235403201619395
Nexus Ratan Heritage,9900000,463,21382.28941684665,Jogeshwari,Mumbai,Apartment,1,1,0,Unfurnished,0,1,19.13776207,72.86013031,23019.519935055843,3.6219527339455513,0.40288037814322275
Aristocrat Guruprasad Divine Residency,12001385,415,28919.0,Chembur,Mumbai,Apartment,1,1,0,Unfurnished,0,1,19.0322113,72.89522552,24174.11443543407,7.299866973981048,1.130013683014825
 ,2800000,484,5785.123966942148,Dombivli,Mumbai,Apartment,1,1,0,Unfurnished,8,1,19.22516632,73.0796814,7069.4595323688945,26.68054437290785,10.96097167668541
 ,2800000,480,5833.333333333333,Taloje,Mumbai,Apartment,1,1,0,Unfurnished,5,1,19.07429886,73.11659241,5829.671854407979,30.56906278889938,14.844960600819542
 ,3000000,636,4716.981132075472,Panvel,Mumbai,Apartment,1,1,0,Unfurnished,8,1,18.94964027,73.14614105,11297.020699625438,33.687304527580636,17.96017545620116
Giriraj MK Thakur Complex,4500000,750,6000.0,Shil Phata,Mumbai,Apartment,1,1,0,Unfurnished,7,1,19.14541054,73.0394516,9008.118233783436,22.456926704806826,6.738413281290302
 ,4000000,550,7272.727272727273,Dombivali,Mumbai,Apartment,2,2,0,Unfurnished,8,1,19.20101738,73.09404755,8695.406844172781,28.191106232194258,12.47019357328509
 ,1700000,575,2956.521739130435,Vangani,Mumbai,Apartment,1,1,0,Unfurnished,0,1,19.09329033,73.29730225,3763.2310133026813,49.562576321668814,33.826267140037025
 ,6200000,685,9051.094890510947,Taloje,Mumbai,Apartment,1,1,0,Unfurnished,5,1,19.07429886,73.11659241,5829.671854407979,30.56906278889938,14.844960600819542
 ,4800000,594,8080.80808080808,Kalyan,Mumbai,Apartment,1,1,0,Unfurnished,0,1,19.25495338,73.12568665,7719.080656201294,31.51186910250242,15.79068461772633
 ,5500000,350,15714.285714285714,Kharghar,Mumbai,Apartment,1,1,0,Unfurnished,0,1,19.06352806,73.05749512,12891.743625541032,24.35747394493941,8.63849974055998
 ,4500000,700,6428.571428571428,Taloje,Mumbai,Apartment,1,1,0,Unfurnished,5,1,19.07429886,73.11659241,5829.671854407979,30.56906278889938,14.844960600819542
 ,2800000,484,5785.123966942148,Dombivli,Mumbai,Apartment,1,1,0,Unfurnished,8,1,19.22516632,73.0796814,7069.4595323688945,26.68054437290785,10.96097167668541
 ,2300000,500,4600.0,Nalasopara,Mumbai,Apartment,1,1,0,Unfurnished,8,1,19.41014671,72.78446198,6089.956553372378,4.422440692298713,4.501240404755151
 ,1800000,550,3272.7272727272725,Shil Phata,Mumbai,Apartment,1,1,0,Semi-Furnished,0,1,19.14541054,73.0394516,9008.118233783436,22.456926704806826,6.738413281290302
 ,3200000,438,7305.936073059361,Dombivali,Mumbai,Apartment,1,1,0,Unfurnished,8,1,19.20101738,73.09404755,8695.406844172781,28.191106232194258,12.47019357328509
 ,2300000,500,4600.0,Nalasopara,Mumbai,Apartment,1,1,0,Unfurnished,8,1,19.41014671,72.78446198,6089.956553372378,4.422440692298713,4.501240404755151
 ,1800000,550,3272.7272727272725,Shil Phata,Mumbai,Apartment,1,1,0,Semi-Furnished,0,1,19.14541054,73.0394516,9008.118233783436,22.456926704806826,6.738413281290302
 ,2500000,400,6250.0,Badlapur,Mumbai,Apartment,1,1,0,Unfurnished,0,1,19.15452766,73.23560333,4145.485721225118,43.06998246628425,27.33942550851728
 ,2200000,550,4000.0,Mumbra,Mumbai,Apartment,1,1,0,Unfurnished,0,1,19.16859055,73.02204132,4573.517870914233,20.626667531230172,4.909092820120727
 ,2600000,535,4859.813084112149,Vasai,Mumbai,Apartment,1,1,0,Unfurnished,0,1,19.39635086,72.86195374,8117.692607254204,3.8838598981743484,0.6381970104910607
 ,3000000,699,4291.845493562232,Ambernath,Mumbai,Apartment,1,1,0,Unfurnished,0,1,19.18672943,73.19139099,4635.154243586454,38.4204914084314,22.69357026374115
K Raheja Maple Leaf,16500000,750,22000.0,Powai,Mumbai,Apartment,1,2,0,Semi-Furnished,15,1,19.11713028,72.89370728,28339.62982192632,7.142901690124924,0.9713234570482436
K Raheja Vistas,33200000,1104,30072.463768115944,Powai,Mumbai,Apartment,3,2,0,Semi-Furnished,7,1,19.1196804,72.89414978,28339.62982192632,7.189513556745963,1.018068377834162
 ,11000000,1000,11000.0,Koper Khairane,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.10186005,73.00868225,13812.115952456661,19.224784599560348,3.51044923992907
Juhi Bhumika Residency,14400000,1625,8861.538461538461,Kalamboli,Mumbai,Apartment,3,3,0,Semi-Furnished,11,1,19.0367775,73.09087372,8467.316589697552,27.868285202486355,12.146342226823334
Platinum The Springs,11500000,1330,8646.616541353384,Kalamboli,Mumbai,Apartment,2,2,0,Semi-Furnished,11,1,19.0371151,73.08891296,8467.316589697552,27.662121073762528,11.940364091091178
Sai Avaneesh,10800000,1139,9482.00175592625,Kalamboli,Mumbai,Apartment,2,2,0,Semi-Furnished,9,1,19.0348835,73.0936203,8467.316589697552,28.157184185676783,12.43499193860663
Skyline Poseidon,36000000,1050,34285.71428571428,Andheri,Mumbai,Apartment,3,3,0,Semi-Furnished,14,1,19.14082718,72.81272888,26649.9922182252,1.4109681271466845,1.492970404148744
Royal Palms Ruby Isle,5500000,540,10185.185185185184,Goregaon,Mumbai,Apartment,1,1,0,Unfurnished,11,1,19.1553669,72.88744354,21215.129935620243,6.487906502436771,0.34848816924722337
The Goyal Sea Rock,9500001,600,15833.335,Borivali,Mumbai,Apartment,1,1,0,Unfurnished,0,1,19.231287,72.85652161,23461.194000487834,3.266052209046646,0.018763791572587823
 ,2600000,415,6265.060240963855,Dombivli,Mumbai,Apartment,1,1,0,Semi-Furnished,8,1,19.2219944,73.08733368,7069.4595323688945,27.4846215523558,11.764566608366554
Reputed Builder Rameshwar Darshan,3200000,412,7766.990291262135,Andheri,Mumbai,Apartment,1,1,0,Semi-Furnished,0,1,19.22118759,73.09005737,26649.9922182252,27.770809125054626,12.05058965521098
 ,3300000,420,7857.142857142857,Dombivli,Mumbai,Apartment,1,1,0,Furnished,8,1,19.2196312,73.08188629,7069.4595323688945,26.912442581226237,11.19261409148776
 ,3800000,557,6822.262118491921,Dombivli,Mumbai,Apartment,1,1,0,Semi-Furnished,8,1,19.23182487,73.08622742,7069.4595323688945,27.367922169678447,11.648185138756261
 ,3900000,585,6666.666666666667,Dombivli,Mumbai,Apartment,1,1,0,Semi-Furnished,8,1,19.21722984,73.08430481,7069.4595323688945,27.16664658483151,11.446631912695244
 ,5200000,559,9302.32558139535,Kasaradavali Thane,Mumbai,Apartment,1,1,0,Unfurnished,4,1,19.27029419,72.96857452,9266.094768067547,15.010655050244976,0.7248670414631233
 ,100000000,1600,62500.0,Vile Parle,Mumbai,Apartment,4,4,0,Unfurnished,6,1,19.11406326,72.83135223,40140.00526655198,0.6429701303690816,0.5349747568558658
Reputed Builder Spring Grove Uno Society,7500000,410,18292.682926829268,Kandivali,Mumbai,Apartment,1,1,0,Unfurnished,0,1,19.19770813,72.87263489,21421.20416326041,4.9404446435683615,1.2698707565838814
 ,5790000,682,8489.736070381232,Kasaradavali Thane,Mumbai,Apartment,1,2,0,Unfurnished,4,1,19.26675606,72.96956635,9266.094768067547,15.114684133782966,0.6221087781010143
 ,9090000,951,9558.359621451104,Kasaradavali Thane,Mumbai,Apartment,2,2,0,Semi-Furnished,4,1,19.26821518,72.97315979,9266.094768067547,15.491986825513337,0.27570466351151174
 ,5299999,642,8255.45015576324,Kasaradavali Thane,Mumbai,Apartment,1,2,0,Unfurnished,4,1,19.26808357,72.96931458,9266.094768067547,15.088287697169333,0.6483489542723814
SD Siennaa Wing D,23000000,945,24338.624338624337,Kandivali,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.20595741,72.87180328,21421.20416326041,4.854729723598881,1.3586491390512077
Vajinath The Residences,8700000,1124,7740.213523131672,Kalyan,Mumbai,Apartment,2,2,0,Semi-Furnished,5,1,19.26209068,73.14604187,7719.080656201294,33.64965890596234,17.927568268725214
Raj 127 Raj Homes,6800000,655,10381.679389312978,Mira Road,Mumbai,Apartment,1,2,0,Unfurnished,0,1,19.26703453,72.871315,12305.61071904151,4.815266211943056,1.4352967120602775
Mayfair Akshay,55000000,1800,30555.555555555555,Andheri,Mumbai,Apartment,3,3,0,Semi-Furnished,8,1,19.14114189,72.82420349,26649.9922182252,0.36348116392087837,0.4666206728196299
Sunny Orchid Bliss,9200000,1100,8363.636363636364,Ulwe,Mumbai,Apartment,2,2,0,Unfurnished,3,1,18.96593475,73.02146149,9409.086176283141,20.574891033908468,4.869792874039766
Jagani Flower Valley,8500000,900,9444.444444444443,Kalyan,Mumbai,Apartment,2,2,0,Semi-Furnished,0,1,19.25943756,73.12046814,7719.080656201294,30.963407238935158,15.242648909988727
Chheda Avighna,10200000,1062,9604.5197740113,Mira Road,Mumbai,Apartment,2,2,0,Semi-Furnished,0,1,19.29721451,72.87187958,12305.61071904151,4.880888347660186,1.3952317793139404
Tharwani Riverdale Vista,7100000,985,7208.121827411168,Kalyan,Mumbai,Apartment,2,2,0,Semi-Furnished,8,1,19.2626152,73.14559937,7719.080656201294,33.60313880746833,17.88108963403187
Omkar Alta Monte,28000000,846,33096.92671394799,Malad,Mumbai,Apartment,2,3,0,Semi-Furnished,0,1,19.18372345,72.86148071,21057.64170268546,3.771375413509731,0.5102110151234271
 ,18900000,800,23625.0,Mulund,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.17477226,72.94526672,22725.13606971763,12.56065675773968,3.1542412120718395
 ,26000000,1020,25490.19607843137,Prabhadevi,Mumbai,Apartment,2,2,0,Semi-Furnished,0,1,19.01009941,72.82971954,51506.98530174807,0.4176983448966864,0.3803984545557645
 ,65000000,1500,43333.333333333336,Dadar,Mumbai,Apartment,3,3,0,Semi-Furnished,0,1,19.01501846,72.83882141,40181.812638657364,1.3712723382470804,0.20197518973596337
 ,7500000,200,37500.0,Lower Parel,Mumbai,Apartment,1,1,0,Unfurnished,0,1,19.00004578,72.82814026,48198.04631208796,0.2508208887288922,0.22544807297989017
Satyam The Regents park,8500000,1000,8500.0,Taloja,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.04730034,73.06990051,7670.1445991694245,25.662618892083408,9.942642239033088
Today Oxyfresh Homes,9900000,1000,9900.0,Kharghar,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.08944893,73.07676697,12891.743625541032,26.381685419549168,10.660701405199202
Hiranandani Aura,10000000,750,13333.333333333334,Panvel,Mumbai,Apartment,2,2,0,Unfurnished,0,1,18.9363308,73.18986511,11297.020699625438,38.28691676829246,22.555545124241306
Today Aamod,5000000,780,6410.25641025641,Panvel,Mumbai,Apartment,1,1,0,Unfurnished,0,1,18.98917961,73.11742401,11297.020699625438,30.663742427235228,14.939448885357768
Balaji The Ambience,3500000,658,5319.148936170212,Taloja,Mumbai,Apartment,1,1,0,Unfurnished,0,1,19.07429886,73.11659241,7670.1445991694245,30.56906278889938,14.844960600819542
Godrej The Highlands Godrej City,5400000,780,6923.076923076923,Panvel,Mumbai,Apartment,1,1,0,Unfurnished,0,1,18.93676376,73.18147278,11297.020699625438,37.404290735646676,21.67369370548121
 ,18500000,1000,18500.0,Chembur,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.04731178,72.89689636,24174.11443543407,7.475663020255618,0.9663291407814674
Sheth Vasant Sagar,17600000,950,18526.315789473683,Kandivali,Mumbai,Apartment,2,2,0,Semi-Furnished,12,1,19.20872879,72.87319946,21421.20416326041,5.0012742380025506,1.216136687827531
Progressive Mangalam,3500000,700,5000.0,Koper Khairane,Mumbai,Apartment,1,1,0,Unfurnished,0,1,19.07828712,73.07828522,13812.115952456661,26.54199470935166,10.820929560906222
Reputed Builder Shapoorji Pallonji Epsilon Astron Tower,26500000,950,27894.736842105263,Kandivali,Mumbai,Apartment,2,2,0,Unfurnished,4,1,19.21030617,72.86837769,21421.20416326041,4.497221620708235,1.2267583189680318
Reputed Builder Green Vatika CHS,16500000,850,19411.764705882357,Kandivali,Mumbai,Apartment,2,2,0,Unfurnished,14,1,19.21281815,72.86901855,21421.20416326041,4.564674745305648,1.2938635301629893
 ,16500000,850,19411.764705882357,Kandivali,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.2081356,72.87116241,21421.20416326041,4.788045389171468,1.4255613469105346
Nisarg Greens Phase 2 E,3599000,700,5141.428571428572,Ambernath,Mumbai,Apartment,1,2,0,Unfurnished,0,1,19.20701027,73.18536377,4635.154243586454,37.78527570532416,22.059278842465634
Patel Ram Ambar,2748000,700,3925.714285714286,Ambernath,Mumbai,Apartment,1,2,0,Unfurnished,0,1,19.19906807,73.19509888,4635.154243586454,38.80892095091712,23.0821165000236
 ,6400000,670,9552.23880597015,Kharghar,Mumbai,Apartment,1,1,0,Unfurnished,0,1,19.04979515,73.07844543,12891.743625541032,26.560757773147955,10.839894339432217
Balaji Arpan,11500000,1100,10454.545454545454,Kharghar,Mumbai,Apartment,2,2,0,Furnished,13,1,19.06352615,73.05749512,12891.743625541032,24.35747405908325,8.638499892186491
Monarch Fortune,11500000,1100,10454.545454545454,Kharghar,Mumbai,Apartment,2,2,0,Unfurnished,12,1,19.06352615,73.05749512,12891.743625541032,24.35747405908325,8.638499892186491
 ,13000000,1125,11555.555555555557,Kharghar,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.0720787,73.0790863,12891.743625541032,26.626612636338077,10.905511551179504
 ,10000000,1100,9090.90909090909,Kharghar,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.06352615,73.05749512,12891.743625541032,24.35747405908325,8.638499892186491
 ,11900000,1180,10084.745762711864,Panvel,Mumbai,Apartment,2,2,0,Unfurnished,8,1,18.96635246,73.12533569,11297.020699625438,31.49779069230823,15.77277525786226
Dosti Eastern Bay,37000000,1010,36633.66336633663,Wadala,Mumbai,Apartment,3,3,0,Unfurnished,0,1,19.02209282,72.86715698,33723.925373481216,4.349141327639959,1.1707976353895533
 ,7900000,1105,7149.321266968326,Panvel,Mumbai,Apartment,2,2,0,Unfurnished,8,1,18.96832085,73.12882233,11297.020699625438,31.864239567943738,16.138854560144193
 ,3900000,680,5735.294117647059,Taloje,Mumbai,Apartment,1,1,0,Unfurnished,5,1,19.07429886,73.11659241,5829.671854407979,30.56906278889938,14.844960600819542
JSB Gokul Nakshatra,4500000,750,6000.0,Virar,Mumbai,Apartment,1,2,0,Semi-Furnished,0,1,19.45196724,72.80718231,7178.413338932816,2.1629444350408513,2.2561760416579637
Satya Shree Satya Shankar Residency,10700000,850,12588.235294117649,Thane,Mumbai,Apartment,2,2,0,Unfurnished,10,1,19.24264526,72.97179413,16239.029686566906,15.348044371672643,0.3842387193276599
Kabra Happy Valley,12400000,950,13052.631578947368,Thane,Mumbai,Apartment,2,2,0,Furnished,14,1,19.23759651,72.97093201,16239.029686566906,15.257419627332464,0.469494271072713
Lodha Sterling,26500000,1650,16060.60606060606,Thane,Mumbai,Apartment,4,3,0,Unfurnished,1,1,19.23395538,72.98749542,16239.029686566906,16.99683015406413,1.2839535333418695
Shraddha Classic,6800000,600,11333.333333333334,Bhandup,Mumbai,Apartment,1,2,0,Unfurnished,0,1,19.1570015,72.93418884,17315.58011807459,11.39659429127044,2.7443508829160086
Shraddha Classic,6900000,600,11500.0,Bhandup,Mumbai,Apartment,1,2,0,Unfurnished,0,1,19.1570015,72.93418884,17315.58011807459,11.39659429127044,2.7443508829160086
Shraddha Evoque,7600000,800,9500.0,Bhandup,Mumbai,Apartment,1,2,0,Unfurnished,0,1,19.15924072,72.93253326,17315.58011807459,11.222747585916736,2.5708693369482964
Shraddha Evoque,7800000,800,9750.0,Bhandup,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.15924072,72.93253326,17315.58011807459,11.222747585916736,2.5708693369482964
Shraddha Evoque,8000000,800,10000.0,Bhandup,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.15924072,72.93253326,17315.58011807459,11.222747585916736,2.5708693369482964
Shree Mangesh Shraddha Priva,16000000,1100,14545.454545454546,Mulund,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.17701149,72.94730377,22725.13606971763,12.774674476914392,2.940262015203523
Shree Mangesh Shraddha Priva,10000000,680,14705.882352941177,Mulund,Mumbai,Apartment,1,2,0,Unfurnished,0,1,19.17701149,72.94730377,22725.13606971763,12.774674476914392,2.940262015203523
Shraddha Panorama,15000000,1000,15000.0,Nahur,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.17726326,72.94264221,19018.13140782262,12.285044000822955,3.429814660942291
Shraddha Panorama,9500000,650,14615.384615384615,Nahur,Mumbai,Apartment,1,2,0,Unfurnished,0,1,19.17726326,72.94264221,19018.13140782262,12.285044000822955,3.429814660942291
RNA NG Suncity,9000000,650,13846.153846153846,Kandivali,Mumbai,Apartment,1,2,0,Unfurnished,12,1,19.207407,72.87836456,21421.20416326041,5.541809386575119,0.6955909983704872
Park,11000000,715,15384.615384615385,Kandivali,Mumbai,Apartment,1,1,0,Unfurnished,0,1,19.21244431,72.86897278,21421.20416326041,4.5598217913701475,1.2890808008095005
Strawberry The Address,7000000,750,9333.333333333334,Mira Road,Mumbai,Apartment,1,2,0,Unfurnished,0,1,19.29112434,72.8723526,12305.61071904151,4.928778861149615,1.3443789961346677
CCI Rivali Park WinterGreen,29500000,1150,25652.17391304348,Borivali,Mumbai,Apartment,2,2,0,Unfurnished,3,1,19.21658516,72.86559296,23461.194000487834,4.207486435279658,0.9341159514130106
Shanti Rishita Apartment,7300000,850,8588.235294117647,Mira Road,Mumbai,Apartment,2,2,0,Unfurnished,5,1,19.29603195,72.86982727,12305.61071904151,4.6668610385455365,1.3837817410855595
Today Aikyam,4200000,490,8571.42857142857,Kharghar,Mumbai,Apartment,1,1,0,Unfurnished,0,1,19.08660126,73.07303619,12891.743625541032,25.98971018004429,10.269037940173275
Meghna Heights,3600000,657,5479.45205479452,Kharghar,Mumbai,Apartment,1,2,0,Semi-Furnished,14,1,19.06855965,73.08152008,12891.743625541032,26.88268829643928,11.161396847707396
Sheth Vasant Sagar,17600000,950,18526.315789473683,Kandivali,Mumbai,Apartment,2,2,0,Semi-Furnished,12,1,19.20872879,72.87319946,21421.20416326041,5.0012742380025506,1.216136687827531
Progressive Mangalam,3500000,700,5000.0,Koper Khairane,Mumbai,Apartment,1,1,0,Unfurnished,0,1,19.07828712,73.07828522,13812.115952456661,26.54199470935166,10.820929560906222
Reputed Builder Shapoorji Pallonji Epsilon Astron Tower,26500000,950,27894.736842105263,Kandivali,Mumbai,Apartment,2,2,0,Unfurnished,4,1,19.21030617,72.86837769,21421.20416326041,4.497221620708235,1.2267583189680318
Reputed Builder Green Vatika CHS,16500000,850,19411.764705882357,Kandivali,Mumbai,Apartment,2,2,0,Unfurnished,14,1,19.21281815,72.86901855,21421.20416326041,4.564674745305648,1.2938635301629893
 ,16500000,850,19411.764705882357,Kandivali,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.2081356,72.87116241,21421.20416326041,4.788045389171468,1.4255613469105346
Nisarg Greens Phase 2 E,3599000,700,5141.428571428572,Ambernath,Mumbai,Apartment,1,2,0,Unfurnished,0,1,19.20701027,73.18536377,4635.154243586454,37.78527570532416,22.059278842465634
Patel Ram Ambar,2748000,700,3925.714285714286,Ambernath,Mumbai,Apartment,1,2,0,Unfurnished,0,1,19.19906807,73.19509888,4635.154243586454,38.80892095091712,23.0821165000236
 ,6400000,670,9552.23880597015,Kharghar,Mumbai,Apartment,1,1,0,Unfurnished,0,1,19.04979515,73.07844543,12891.743625541032,26.560757773147955,10.839894339432217
Balaji Arpan,11500000,1100,10454.545454545454,Kharghar,Mumbai,Apartment,2,2,0,Furnished,13,1,19.06352615,73.05749512,12891.743625541032,24.35747405908325,8.638499892186491
Monarch Fortune,11500000,1100,10454.545454545454,Kharghar,Mumbai,Apartment,2,2,0,Unfurnished,12,1,19.06352615,73.05749512,12891.743625541032,24.35747405908325,8.638499892186491
 ,13000000,1125,11555.555555555557,Kharghar,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.0720787,73.0790863,12891.743625541032,26.626612636338077,10.905511551179504
 ,10000000,1100,9090.90909090909,Kharghar,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.06352615,73.05749512,12891.743625541032,24.35747405908325,8.638499892186491
 ,11900000,1180,10084.745762711864,Panvel,Mumbai,Apartment,2,2,0,Unfurnished,8,1,18.96635246,73.12533569,11297.020699625438,31.49779069230823,15.77277525786226
Dosti Eastern Bay,37000000,1010,36633.66336633663,Wadala,Mumbai,Apartment,3,3,0,Unfurnished,0,1,19.02209282,72.86715698,33723.925373481216,4.349141327639959,1.1707976353895533
 ,7900000,1105,7149.321266968326,Panvel,Mumbai,Apartment,2,2,0,Unfurnished,8,1,18.96832085,73.12882233,11297.020699625438,31.864239567943738,16.138854560144193
 ,3900000,680,5735.294117647059,Taloje,Mumbai,Apartment,1,1,0,Unfurnished,5,1,19.07429886,73.11659241,5829.671854407979,30.56906278889938,14.844960600819542
JSB Gokul Nakshatra,4500000,750,6000.0,Virar,Mumbai,Apartment,1,2,0,Semi-Furnished,0,1,19.45196724,72.80718231,7178.413338932816,2.1629444350408513,2.2561760416579637
Satya Shree Satya Shankar Residency,10700000,850,12588.235294117649,Thane,Mumbai,Apartment,2,2,0,Unfurnished,10,1,19.24264526,72.97179413,16239.029686566906,15.348044371672643,0.3842387193276599
Kabra Happy Valley,12400000,950,13052.631578947368,Thane,Mumbai,Apartment,2,2,0,Furnished,14,1,19.23759651,72.97093201,16239.029686566906,15.257419627332464,0.469494271072713
Lodha Sterling,26500000,1650,16060.60606060606,Thane,Mumbai,Apartment,4,3,0,Unfurnished,1,1,19.23395538,72.98749542,16239.029686566906,16.99683015406413,1.2839535333418695
 ,4100000,650,6307.692307692308,Panvel,Mumbai,Apartment,1,2,0,Unfurnished,8,1,18.94446754,73.13665771,11297.020699625438,32.6905550603424,16.964416944671438
JP North Phase 6 Alexa,7300000,750,9733.333333333334,Mira Road,Mumbai,Apartment,1,2,0,Unfurnished,0,1,19.28165245,72.88603973,12305.61071904151,6.35641194714108,0.4367514582217827
 ,6300000,1050,6000.0,Panvel,Mumbai,Apartment,2,2,0,Unfurnished,8,1,18.94446182,73.13666534,11297.020699625438,32.691358027149896,16.96521911328431
Reputed Builder Mauli Darshan,13500000,1125,12000.0,Kharghar,Mumbai,Apartment,2,2,0,Unfurnished,16,1,19.04068375,73.07875824,12891.743625541032,26.594281985123256,10.873491290967443
Cosmos Habitate Harmony B Wing,11000000,980,11224.489795918367,Thane,Mumbai,Apartment,2,2,0,Unfurnished,5,1,19.21817207,72.98071289,16239.029686566906,16.284377450068092,0.5718399559670218
Sapphire Heights,8500000,1100,7727.272727272727,Khar,Mumbai,Apartment,2,2,0,Unfurnished,11,1,19.07259941,73.0763092,46311.73190285697,26.334651825751962,10.613787049692386
Bhavani Krishna Majesty,10500000,1150,9130.434782608696,Kharghar,Mumbai,Apartment,2,2,0,Furnished,10,1,19.07089233,73.07003021,12891.743625541032,25.67471889902058,9.954424465707126
 ,12500000,1125,11111.111111111111,Kharghar,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.04979515,73.07844543,12891.743625541032,26.560757773147955,10.839894339432217
 ,13000000,1250,10400.0,Kharghar,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.04951477,73.07559204,12891.743625541032,26.26080750472818,10.540225294261557
 ,13000000,1250,10400.0,Kharghar,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.04951477,73.07559204,12891.743625541032,26.26080750472818,10.540225294261557
Paradise Paradise Sai World Empire,18300000,1310,13969.465648854964,Kharghar,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.07197189,73.08110809,12891.743625541032,26.839148993155824,11.117875737595384
Larkins Pride Palms,9000000,600,15000.0,Thane,Mumbai,Apartment,1,2,0,Unfurnished,3,1,19.23244095,72.98609161,16239.029686566906,16.849386587804208,1.1367562428943718
